utterance_id,speaker_id,utterance,gender
0080ee5c99,f32c3,අභිධර්මයෙන් ප්‍රශ්න කිරීමෙන් වලකී සිටින්න,f
0080ff7f28,ab81c,එම අලියාට අයත් බලපත්‍රය,f
0081714ef7,206b6,උගුර දැඩි ලෙස තුවාලවී තිබුණා,f
0081976804,70278,ආයෙ අමුතුවෙන් කියන්න දෙයක් නැති වුනත්,f
0081cb040a,93c65,අසංවේදී මිනිසුන් බවට පත්ව සිටිමු ද,m
0081d378d2,06105,දිගටම ඉන්න,f
00830865bb,f3aed,සේවය කළ අයෙකි,m
00834ce86e,88c80,උදාහරණ වශයෙන්,m
00845b2c7c,f71ec,අපට අතින් දාල දෙන්න අවශ්‍ය නෑ,f
0085485082,5c543,ඊට පස්සෙ කොමඩු කෑල්ල කනකොට,f
0085674a35,0a2fe,ආචාර්ය හැනිබාල්,m
008593f858,b704b,ස්වාධින කමිටුවක් පත් කල යුතුය,m
0085d23dc4,9094b,බුදුරජාණන් වහන්සේගේ ජීවිතය තුළ,f
008666c669,937dc,බාලචන්ද්‍රන්ට පමණකැයි ඔබ සිතනවාද,f
00867e6035,44e28,නමක් නැති චානම් ලියන එකෝ,f
00868a93c4,d1b3d,විමර්ශනය කිරීම අරුමයක් ද නොවේ,f
0086dfd1f4,4b1d7,මරණ දඬුවම ක්‍රියාත්මක කිරීම අත්හිටිවිණි,m
00874d0e51,206b6,යම් සේ කඳු මුදුන්වලට වැස්ස වැටුණා,f
00875730ce,f40d9,වෙනස මා දැක ඇත්තෙමි,m
008834a1de,ec9a8,හැබැයි ඒ වෙනුවට පාවිච්චි කරන්න පුළුවන්,f
0088597c70,a5886,ඇස් දෙකකම නොපෙනෙන මේ සිසුවා,m
008860fe24,f200a,කළ යුත්තේ මේවායෙහි සත්‍යාසත්‍යතාවය කොතරම්,m
0089a9ccd9,df38e,මෙරට භික්ෂුණී සමාජය ආරම්භ කරන ලද්දේ,f
0089b97329,d2f72,යුද බිම ජය ගත් පාලකයා වන්නේ,m
0089f99d53,77895,බලන්න ඕනි ඉක්මනටම,m
008a54d547,023c3,යමක් අවසන් මෙහොතේ ලබා දුන්නා,f
008a78ad68,3386d,උත්සාහය ගැන කතා කරපු,f
008abe345c,d1c44,ඉක්මනින්ම ගෙනවා,f
008aea0f5d,72b54,අප රටේ පවතින ආර්ථික විෂමතාව අනුව,f
008b416eb2,34e56,ඓතිහාසික ජන කණ්ඩායමක් ලෙස වර්ධනය වුණා,m
008c056704,e3235,මොනවා නැතත් සංසාරෙ පුරාවට,m
008d032a9b,501f8,ඇය බැලීමට ශ්‍රී ලංකාවට පැමිණීමට ද පොරොන්දු වූවේය,f
008d3e3198,937dc,මේවායින් ආදිතම සහ වැදගත්ම එක් බෙදුමක් නම්,f
008d97f0dc,d6ccd,ඔහුට පසක් විය,m
008de151cc,646e1,ඒකෙන් කාටවත්ම අවැඩක්,f
008e8198ee,88a58,අතර තියන වෙනස,f
008f584546,8b124,එක්තරා පුද්ගලයෙකු,f
008f63e4dd,781ce,ජන නැටුම් පමණකි,f
008f959981,74475,උඹට වෙන වැඩ නැද්ද,f
008fa597ac,501f8,විස්මිත ස්වභාවයට පත්වනවා,f
0090227130,c26e2,එය ඇගේ අත්වැරැද්දකින්,f
009070de9f,fe361,ඒ විදිහටම ලියා ගන්න ඕනෙ,m
009098fcc0,df981,මේ සිද්ධියෙන් අලි දෙන්නට ගොඩාක් තුවාල සිදුවුණා,m
00922961cd,89130,දැන්ම කිසි විවේචනයක් නැහැ,f
0092ac6186,47746,සැදැහි සිතින් වගේ පෙන්වමින්,f
0092b9b30a,65469,හදලා තියෙන්නේ,f
0092e2bdcb,92649,මනමාලයා කියලා සයිට් එකක් නෑනේ,f
00932f236a,7ab05,ඉබේ වෙච්චි දෙයක්,f
0093c9f0c6,fc710,කාවන්තිස්ස රජතුමාගේ දියණියන් දෙදෙනෙක්,f
009421c867,53c73,කියන දෑ ඔහුට උදාන වාක්‍යයක් වී ඇත,m
0094aed5c9,4a724,පොහෝදා සිල් සමාදන් වන උවසු උවැසියන්ට,f
009514fb5e,f3f41,ගැන මා නැවත නැවතත් සමාව අයදිමි,f
0095f0bf24,13abb,උපයෝගී කරගෙන තිබෙනවා,f
0096369940,b8a97,සැවැත්නුවර ආනන්ද බෝධිය නමින්,f
009668e441,e5259,ඉතින් ඔය මෝඩ වැඩ කරන කෙල්ලෝ ගොඩාක්,f
0096de3158,73ec9,සේවකයෝ කියති,f
0097b8951b,5c543,ඔබ මනංකල්පිත දෙවියෙකු අදහන්නෙකු,f
0097e95b61,5d099,ඉදිරිපත් කරලා,m
009803ee71,252fd,එකී ප්‍රවේශපත්‍රය මාර්ගය භාවිතා කිරීම,f
0098702e85,6e92f,සොෆියා යට ඉන්න කාර් එක දැන ගන්නවා,f
00988ca5ff,10824,මොහුගේ පිරිමි දරුවන් දෙදෙනකු,f
0098a430fb,937dc,අපගේ යුතුකමෙකි,f
0098ad5d0b,6064f,භාවනාව පුහුණුවෙන්නට නම්,f
0098e4592e,d94a9,මේ සියල්ල බුදුන් වහන්සේ දේශනා කළ ධර්මයෝ ය,m
0098ec497b,d71b2,එය හරියටම කියන්න බැහැ,f
009a2a0c29,e3ad7,ඔබලාගේයුතුකම වන්නේ,f
009a4e6eff,b3777,අඩු වශයෙන්,m
009a763897,d52f0,වෙනස් කරන්න අවශ්‍යයි,f
009a9ed7b1,d7f61,එදා ඒ පෞරුෂ කාන්තාවගේ උදාර දර්ශනයට හිස නැමූ,f
009ab6891d,8827b,බෞද්ධයා විසින් වන්දනා ගමන් යන කාල වලදී,f
009abd611c,ddb8f,මෙම ප්‍රතිමාදිය හොඳින් පිරීක්ෂීමේදී හැඟී යන්නේ,f
009afebdb4,438c8,ඔබව පැපුවා නිව්ගිනියාවේ පදිංචි කරවනු ඇත,m
009b3c3386,09537,නර්තන ක්ෂේත්‍රයේ චරිතයක් ලෙස,f
009b78ddc5,ac581,ඔය වගෙ අමනුෂ්‍යයන්ගෙන් ආරක්ෂා වීමට,f
009b8fba91,2f415,මේලෝකේ නොදන්නා එකෙක් නැහැ,f
009baf22ef,016b5,පොස්ටුව ගැලපේ මොකක්ද ප්‍රශ්නය,f
009c42d537,f5954,නමුත් ඔහුට ඒක කරන්න වෙන්නේ,f
009c530c98,30661,එළ එළ ජය වේවා,f
009c675648,309ce,ඇය පාසැල් වල අනවශ්‍ය වියදම් කපා හැරීමේ වැඩපිළිවෙලක්,m
009d05510a,016b5,පුරාවිද්‍යාඥයින්,f
009d0d04fd,93c65,යි සක්විති රණසිංහ කියන හොරාගේ ප්‍රධාන උපදේශක වෙලා හිටියෙ,m
009d95ecd1,d4430,බොහෝ වේලා සොයා බලනවිට,m
009dc2da15,2d52b,ඉවක් බවක් නැතිව මහපොළොව හාරා,f
009dd25727,cc837,අපිට ප්‍රස්නේ අපේ රටේ දේවල් වලට,f
009e99ed41,87c4c,බොරු කීම නම්,m
009f84c1e3,81570,එවැනි අනතුරු නොකිරීමට,f
00a05a56c3,d94a9,ධුතාංගධාරීන්ගෙන් අග්‍ර වූ මහා කස්සප මහරහතන් වහන්සේගේ,m
00a100bbe1,f9391,ඔය මහමෙව්නාව බුදු දහම,m
00a1156ab9,3d532,සරණංකර හිමියෝ පනස් වියේ පසු වූහ,f
00a134aedd,ed0c5,එක්කෙනෙක් පානාතිපාතය පමණක් රකින,m
00a1ca7f26,85aeb,ලැබී ඇති ප්‍රතිචාර,f
00a1eac3bc,0e353,ඉටුකර ගත හැකි දවසකි,m
00a2dedf01,77895,සාමාන්‍ය නැටුමක් වශයෙන් ඇරඹුණු මෙය,m
00a2ec1a6a,936a6,උපසිරැසි යෙදුවා,f
00a34c5b12,e42fe,අපි අපි එකතුවෙලා,f
00a3c8a278,2db87,අමරදේව මාස්ටර්ගේ දක්ෂ තනු සහ ගායනයත් නිසා,m
00a3d81332,54242,එබැවින් එකී නිදහසට එරෙහි,f
00a5054fc0,c094f,අදහස් දක්වමින් මෙසේ කීය,m
00a533bfd8,8e63d,වටහා ගත්තානං සොරි වෙන්ටෝනැ,f
00a58e0143,f3f41,උදේ සවස බුදුන් වැඳීමෙන් අනතුරුව කීමේ අදහස ද මෙයයි,f
00a5bf6162,7b332,නොයෙක් දේ ඉගෙන ගැනීමට සිදුවෙයි,m
00a5c63773,ec9a8,රට පාලනය කරයි කියලා කියනවානේ,f
00a6370fc2,dc5ef,අලූත් විහාර මන්දිරයේ සැලසුම ඇන්දා,f
00a683938d,5d099,සමිති සමාගම් මෙන්ම,m
00a6c1b7ad,7710d,ජනතාව ඡන්දය දීමෙන් වැළකී තිබෙනවා,m
00a6f57062,a6493,කතාව වෙනම පැත්තකට යනවා,f
00a794c22b,11742,අභ්‍යන්තරික වූ ඕලාරික වූ ද සියලු රූප පිළිබඳව,m
00a89e811b,da449,බමුණා පාත්‍රය අතින් ගෙන,f
00a9486825,fa2d3,පෙබරවාරි මාර්තු අතර විශාල මුදලක් නැතිවෙයි,m
00a9cb9500,7ec98,ඔබ ඔය කියන විදිහට,f
00aacc4a55,4801b,පිළිගන්නට මඩු බොහෝ ගණනක්,f
00ab8fa4eb,65469,එළියට දවාලය කියාද,f
00aba65db0,5c543,පුණ්‍ය කාලයේ දී ආගමික ස්ථානයකට ගොස්,f
00abbe43b7,e5259,උන්වහන්සේලාගේ අතින් ගැරහුම් ලබන්නේ ප්‍රමාදයයි,f
00abd3419e,2d52b,විවිධ සිතුවිලි වල සම්මිශ්‍රණයක්,f
00ac064e6b,e1e01,බෝධිසත්වයන්ගේ චරිතානුකූලව වෙනසක් වූවාට,f
00ac1259b5,e6e7b,වැඩි හරියක් ආවෙ ඉන්දියාවෙන්,f
00ac3f8584,c6f6b,ස්තුතියි ෂාහ් මේකත් මේ දීල තියෙන්නේ,f
00ac58fed1,2ea36,මෙය විපක්ෂ දේශපාලඥයින්ට,f
00ace0f398,f5954,උන්ට අපේ සල්ලි මංකොල්ල කන්න හොඳා,f
00ace323fc,52dbc,මම වගේ හුඟක් අය,m
00ad04e1df,cf582,ටැබුවට ඇඩරස් නැති වෙච්ච හැටි,m
00adb0fd2b,6054f,ඒ ළමයව හදා ගන්න නෙමෙයි,f
00adbc31f9,d52f0,එසේ දිනකට හත්දෙනකු මිය යන,f
00af56a961,ff3fa,අර ජිප්සීස් සින්දුවේ තියෙන අවවාදයමයි,f
00af6847fe,6996c,හුදකලා වෙනවා,m
00afcd410a,f8790,ඇතිකර ගන්නට,m
00b12cf2db,0e86b,මොකද ඇමරිකාව රුසියාව ඔරොප්පු වුණා කියන්නෙ,f
00b2164215,80862,සතුරු උපක්‍රමවලින් බේරීමට,m
00b26bfd56,77895,මැටි කතාවක්,m
00b275c201,c34c2,අසරණ නිසාම ඉවසගෙන හිටියා,m
00b2a9b58f,1a1f3,මේ කොටස ඔබ විමසා නැති බව පෙනේ,m
00b2b643aa,ed4c3,ඒත් මේ වගේ චෑන්ස් නම්,f
00b322001b,d6d03,අද අප දකින සීගිරිය ඉතිහාසයට එක්වන්නේ,m
00b3b6238e,d78dd,කතාවෙන් කල්ගෙවන්නට කැමති භික්ෂුවට,m
00b3d19ff3,7599b,ධර්ම ශ්‍රවණයට අවස්ථාව සැලසී තිබීමත්,m
00b4254b08,98088,මෙහිදී සෝමානන්ද නාහිමි වෙත,f
00b43b037f,34e38,ධර්මය ශ්‍රවණය කියන්නේ ධර්මය ඉගෙන ගැනීම කියන්නේ,m
